Epoch,Train Loss,Validation Loss
1,12.706111362214722,14.701406344018801
2,12.487152524077134,14.556789393376823
3,12.355469841488524,14.362594240843647
4,12.481629590767657,14.367634002608483
5,12.323572843061017,14.293487645158864
6,12.45994553400602,14.864180593779594
7,12.331603945335212,14.867423418796424
8,12.367928441549312,14.095021259905112
9,12.372908474392974,14.391349640759556
10,12.283039975028506,14.50987382368608
11,12.358974022672356,14.286092146478518
12,12.436853181420034,14.361164861255222
13,12.449296212609793,14.589835716016365
14,12.325137853622437,14.23311091191841
15,12.38687403629281,14.538761206347534
16,12.340016087355641,14.435212985433713
17,12.337738605592982,14.658598495252205
18,12.31558477534035,14.775954371750958
19,12.353122460359783,14.79511202706231
20,12.376042379809252,14.457069435504952
21,12.278218540153063,14.652033926260591
22,12.419174550585664,14.406200483591869
23,12.284854791756999,14.632338962169609
24,12.317987040977258,14.333814363286953
25,12.225271887172854,14.593413184387515
26,12.274819519478461,14.80486226322675
27,12.25425620092822,14.625968709136501
28,12.263649225924057,14.599030041935467
29,12.215179437157735,14.604031654319378
30,12.25006003324696,14.60098602314188
31,12.19776270982158,14.530422169752795
32,12.324363736748007,14.551499602770564
33,12.23354756969937,14.231332981225217
34,12.256857393104905,14.619498710439663
35,12.220919156350153,14.65291684564918
36,12.245913650259117,14.252530218374849
37,12.175858910373181,14.402769221199883
38,12.192279256837216,14.83109891294229
39,12.263186234959289,14.652580391276967
40,12.138463723866236,14.316600048180783
41,12.208222214886218,14.46042431725396
42,12.0230123845139,14.392903689182166
43,11.922641511597385,14.335575344586614
44,11.945937688640088,14.478890842861599
45,11.89764272891028,14.391390015380551
46,11.89953148502835,14.639289754809756
47,11.689271793200101,14.153131798060253
48,11.729063151199693,14.198651116303724
49,11.695924933246106,14.36355493767093
50,11.715725931818085,14.343800099209101
51,11.650588587529397,14.584785504774613
52,11.628848569241562,14.488386505782001
53,11.479718252413535,14.342891548619125
54,11.635082621105834,14.40699654636961
55,11.697017948062435,14.684358827995531
56,11.564897543433085,14.743698221264463
57,11.652058876318739,14.2364096376631
58,11.620633537714191,14.434251431262854
59,11.592149429927671,14.392001628875732
60,11.583906212983104,14.712890364907004
61,11.563209424129111,14.388335979346072
62,11.571085772762409,14.464713852814954
63,11.595119003615627,14.41858586398038
64,11.694826662540436,14.420945863531093
65,11.658122057170537,14.362309513670025
66,11.613880818978899,14.351436268199574
67,11.567037869740084,14.597093278711492
68,11.51416278195519,14.410791235740739
69,11.42192262376664,14.410810721040976
70,11.439285753090257,14.473706336936566
71,11.428518163675518,14.376196586724484
72,11.515003331134775,14.358357932832506
73,11.432203616020997,14.529704108382717
74,11.56049346544839,14.660982218655674
75,11.424007962893889,14.367320279882412
76,11.42547849079088,14.260684191578566
77,11.372784784074463,14.619177485957291
78,11.452483455225222,14.413809150156348
79,11.497276716149612,14.487985114858608
80,11.39703584888767,14.308041529221969
81,11.418854701036663,14.59235927312061
82,11.425980607209178,14.567000697357486
83,11.459099476737094,14.437829590807057
84,11.445342092155721,14.532208271700927
85,11.542912711297845,14.663944595991962
86,11.461593335074497,14.377231371523154
87,11.635839456078633,14.758808550208506
88,11.516892230924155,14.420129222099227
89,11.491777313927006,14.257785146886652
90,11.569248926432836,14.620352706523857
91,11.532475370892211,14.28243801328871
92,11.448473491420636,14.509714295165708
93,11.39263206272456,14.558884047498607
94,11.502693410553684,14.492222299479474
95,11.500145873582433,14.608097620684692
96,11.49650299686917,14.446890474569917
97,11.460935538214756,14.159551213486026
98,11.482131512178851,14.670497359651508
99,11.38924480035815,14.396812501579824
100,11.42883636083217,14.52081396603825
